Time	ch1	ch2	ch3	ch4
98.0	23.3948203	35.7808281	43.1402969	262.70221899999996
99.0	23.3990859	35.8241211	43.1776875	262.78468699999996
100.0	23.4111328	35.8483672	43.188003900000005	262.65009399999997
101.0	23.4241895	35.8401094	43.223683599999994	262.647344
102.0	23.4286895	35.8835312	43.231855499999995	262.579656
103.0	23.4464902	35.8911523	43.2683906	262.695219
104.0	23.4580098	35.8928359	43.3010469	262.50406300000003
105.0	23.4699336	35.912793	43.306543	262.413406
106.0	23.4896719	35.936125	43.3268438	262.523406
107.0	23.4951738	35.974457	43.3494609	262.58784399999996
108.0	23.5021992	35.986835899999996	43.3792891	262.47675
109.0	23.5188105	35.9834805	43.3917383	262.285312
110.0	23.5281191	36.02237890000001	43.4197227	262.3295
111.0	21.813349600000002	33.9739609	41.7892656	219.050109
112.0	20.6750723	32.4567754	40.2205625	206.38003100000003
113.0	19.8355879	31.2842441	38.7696719	195.971547
114.0	19.2367109	30.398752	37.5383047	190.002797
115.0	18.7910742	29.7171289	36.5121016	185.92103100000003
116.0	18.4437949	29.2049316	35.657613299999994	183.244172
117.0	18.167597699999998	28.758660199999998	34.9437852	181.342734
118.0	17.9426953	28.3853379	34.336793	179.924516
119.0	17.7565898	28.081122999999998	33.8160742	179.01925
120.0	17.6104199	27.8202227	33.3742422	178.74329699999998
121.0	18.3681191	28.758029299999997	34.2171016	198.334375
122.0	18.976601600000002	29.5129473	34.903070299999996	210.01046899999997
123.0	19.4358477	30.085898399999998	35.4648086	218.28292199999999
124.0	19.8170078	30.5687539	35.9530195	224.767016
125.0	20.145353500000002	30.9837773	36.3751289	230.25890600000002
126.0	20.4316211	31.341162100000002	36.7605703	234.780297
127.0	20.6741758	31.6777637	37.101031199999994	238.59109399999997
128.0	20.8882363	31.956679700000002	37.417496099999994	241.492562
129.0	21.083355500000003	32.234480500000004	37.7078359	244.46707800000001
130.0	21.250252	32.4618223	37.9784258	246.848172
131.0	21.4074336	32.6745371	38.2348438	248.775406
132.0	21.543332000000003	32.8671797	38.4633672	250.443203
133.0	21.6683047	33.0234648	38.6841172	252.145172
134.0	21.7890488	33.227035199999996	38.8931484	253.54870300000002
135.0	21.893292999999996	33.3813633	39.084066400000005	254.532672
136.0	21.9876172	33.5236406	39.2658867	255.516937
137.0	22.0731094	33.623835899999996	39.439167999999995	256.606484
138.0	22.153886699999997	33.7593477	39.6026992	257.452094
139.0	22.2322422	33.8435117	39.7485391	257.980766
140.0	22.3023125	33.983035199999996	39.8974219	258.541547
141.0	22.364168	34.0788984	40.0292266	259.1505
142.0	22.416798800000002	34.1685898	40.1716875	259.614422
143.0	22.4779375	34.2401602	40.2919922	259.906141
144.0	22.5288652	34.337332	40.4021953	260.290844
145.0	22.5786738	34.4378477	40.5180273	260.741969
146.0	22.6306738	34.5168672	40.6407266	260.890172
147.0	22.6798945	34.5744375	40.7382852	261.03234399999997
148.0	22.722716799999997	34.6386367	40.8421016	261.360656
149.0	22.7710078	34.705207	40.94275390000001	261.594359
150.0	22.7993633	34.7477773	41.0404336	261.621875
151.0	22.844720700000003	34.827980499999995	41.1205352	261.760406
152.0	22.8717324	34.8786797	41.214410199999996	262.070469
153.0	22.900748	34.9141328	41.294925799999994	262.065125
154.0	22.9319277	34.970207	41.3671875	262.019594
155.0	22.9623555	35.0186445	41.4582227	262.23918699999996
156.0	22.9842988	35.0724844	41.518859400000004	262.322531
157.0	23.010400399999998	35.1071953	41.5875039	262.19565600000004
158.0	23.039271499999998	35.1360195	41.6559609	262.264313
159.0	23.0578594	35.214832	41.720730499999995	262.420219
160.0	23.072894499999997	35.237230499999995	41.788984400000004	262.44478100000003
161.0	23.090962899999997	35.226105499999996	41.8381602	262.476656
162.0	23.1065742	35.2847852	41.893418	262.52378100000004
163.0	23.1252773	35.3414063	41.956605499999995	262.632875
164.0	23.137595700000002	35.358582000000006	42.015703099999996	262.44025
165.0	23.1557031	35.3695977	42.0606562	262.456594
166.0	23.163541000000002	35.4413555	42.0991914	262.673563
167.0	23.1739258	35.4597695	42.1444375	262.404719
168.0	23.184216799999998	35.493418	42.1949805	262.384625
169.0	23.195949199999998	35.4919805	42.2446328	262.55296899999996
170.0	23.2039609	35.5316445	42.287761700000004	262.48081199999996
171.0	19.9688203	31.4862383	38.3985039	199.17090600000003
172.0	18.3720508	29.2637578	35.6390898	182.452828
173.0	17.5492402	28.0204883	33.8293828	175.65506200000002
174.0	17.025748	27.196873	32.5825098	172.00723399999998
175.0	16.6769531	26.6291133	31.6791211	169.818125
176.0	16.4200078	26.2048359	30.9863379	168.373531
177.0	16.2221592	25.8650625	30.4470488	167.553312
178.0	16.0637656	25.6176758	30.023248	167.00282800000002
179.0	15.9385342	25.4013945	29.6752773	166.428219
180.0	15.8374678	25.1894492	29.390287100000002	166.713234
181.0	16.792793000000003	26.4053535	30.512267599999998	190.104359
182.0	17.5196855	27.3341367	31.3930762	202.895297
183.0	18.0779531	28.0558516	32.1142832	211.949891
184.0	18.5347324	28.6393691	32.725966799999995	219.02975
185.0	18.9340156	29.1523281	33.270316400000006	225.08809399999998
186.0	19.2666543	29.6026484	33.758316400000005	230.148859
187.0	19.563587899999998	30.0039004	34.2095039	234.047969
188.0	19.8251484	30.3639512	34.614011700000006	237.527937
189.0	20.0574004	30.6969043	34.981878900000005	240.714766
190.0	20.2673691	30.9880039	35.3353945	243.300375
191.0	20.451976600000002	31.2392441	35.6640547	245.406516
192.0	20.627462899999998	31.509708999999997	35.9707109	247.61990600000001
193.0	20.7820508	31.7403086	36.2551641	249.308609
194.0	20.9323164	31.950646499999998	36.5168242	250.625641
195.0	21.0658008	32.1384199	36.779332000000004	252.186891
196.0	21.188238300000002	32.3502734	37.02725	253.370156
197.0	21.2979707	32.4971816	37.2438711	254.117422
198.0	21.402707000000003	32.656429700000004	37.4559609	255.338359
199.0	21.4994336	32.8260391	37.67231640000001	256.139406
200.0	21.5931113	32.9552813	37.8639922	256.702406
201.0	21.6781777	33.0804531	38.0496914	257.462219
202.0	21.748171900000003	33.2182969	38.2337617	258.048359
203.0	21.835171900000002	33.3280898	38.3980391	258.474672
204.0	21.9044395	33.456210899999995	38.5559297	258.751953
205.0	21.9641211	33.5612656	38.7224375	259.317828
206.0	22.0219238	33.6440859	38.8556016	259.466234
207.0	22.0765625	33.7403359	39.0059453	260.053641
208.0	22.1351855	33.8383398	39.1422891	260.362687
209.0	22.1795586	33.9189141	39.2761758	260.393781
210.0	22.2338594	34.0251602	39.406730499999995	260.718594
211.0	22.2807773	34.0979102	39.5285273	260.917953
212.0	22.322919900000002	34.148707	39.635652300000004	260.902562
213.0	22.370046900000002	34.2233477	39.7524492	261.144266
214.0	22.4107539	34.300980499999994	39.85981640000001	261.141688
215.0	22.4417559	34.350480499999996	39.97125	261.255625
216.0	22.4855078	34.3968633	40.0684297	261.43742199999997
217.0	22.520166	34.4576172	40.1692969	261.627203
218.0	22.557345700000003	34.533656300000004	40.266988299999994	261.498125
219.0	22.5838418	34.5757617	40.350519500000004	261.769906
220.0	22.6146074	34.6179062	40.4404805	262.00840600000004
221.0	22.6378105	34.6688555	40.5236445	261.787938
222.0	22.6694629	34.7180391	40.598675799999995	261.891859
223.0	22.6979785	34.7529961	40.681894500000006	262.17553100000003
224.0	22.7184395	34.800210899999996	40.7680977	262.119625
225.0	22.7410176	34.854789100000005	40.8297656	261.99725
226.0	22.7635508	34.8771641	40.907863299999995	262.251969
227.0	22.783107400000002	34.9489531	40.979988299999995	262.009125
228.0	22.8049375	34.956617200000004	41.034625	262.16121899999996
229.0	22.8269473	34.9877031	41.1020898	262.329875
230.0	22.8344551	35.0347656	41.1688867	262.50775
231.0	17.6038164	28.1994121	33.8406484	175.506422
232.0	16.0986768	25.9926016	30.7709297	164.029484
233.0	15.403214799999999	24.8900469	29.136164100000002	159.490906
234.0	15.0028887	24.2255176	28.140773399999997	157.122672
235.0	14.7264932	23.7711016	27.444703099999998	155.745125
236.0	14.532537099999999	23.4407695	26.945125	155.005578
237.0	14.3761631	23.1803848	26.567464800000003	154.403
238.0	14.2551338	22.977978500000003	26.2669648	154.04992199999998
239.0	14.1586729	22.807105500000002	26.014646499999998	153.677703
240.0	14.0805469	22.6771816	25.838476600000003	154.463125
241.0	15.332	24.247498	27.368599600000003	183.46768799999998
242.0	16.2119922	25.3449277	28.4546367	197.574938
243.0	16.865293	26.221998	29.331794900000002	207.583562
244.0	17.4133125	26.9329277	30.0732344	215.20590600000003
245.0	17.8778125	27.531513699999998	30.7220977	221.660609
246.0	18.2708398	28.067747999999998	31.3186758	226.892625
247.0	18.6130313	28.553468799999997	31.845394499999998	231.15079699999998
248.0	18.9306934	28.9854473	32.330605500000004	235.03775
249.0	19.200585899999997	29.365625	32.7884609	238.28778100000002
250.0	19.448310499999998	29.701292999999996	33.2129219	240.737625
251.0	19.669429700000002	30.0235703	33.59449609999999	243.035625
252.0	19.8721152	30.3338984	33.9624219	245.54971899999998
253.0	20.061208999999998	30.6032051	34.3010625	247.418219
254.0	20.243752	30.867171900000002	34.6234805	248.735797
255.0	20.3934551	31.0952285	34.9213438	250.14746899999997
256.0	20.5459746	31.3148398	35.2203125	251.635625
257.0	20.6819727	31.523894499999997	35.4946953	252.43721899999997
258.0	20.811289100000003	31.7130566	35.749148399999996	253.440875
259.0	20.9324082	31.873160199999997	35.9966406	254.508125
260.0	21.0435527	32.063148399999996	36.242367200000004	255.128359
261.0	21.134521499999998	32.2313887	36.457113299999996	255.85134399999998
262.0	21.2353555	32.4108164	36.664847699999996	256.558641
263.0	21.3218984	32.5299395	36.8809023	256.966125
264.0	21.410863300000003	32.6569258	37.0680039	257.31253100000004
265.0	21.4874297	32.7854102	37.2573047	258.033516
266.0	21.5648809	32.9205469	37.4357383	258.56521899999996
267.0	21.631273399999998	33.0406875	37.6158711	258.628188
268.0	21.7045352	33.160265599999995	37.7712734	259.076375
269.0	21.761234400000003	33.2460781	37.9470078	259.370875
270.0	21.8154648	33.3451797	38.0949922	259.501391
271.0	21.8813652	33.448152300000004	38.2371719	259.80839100000003
272.0	21.9439375	33.535332000000004	38.3908555	260.041172
273.0	21.9807598	33.6347773	38.5321328	259.902469
274.0	22.0324336	33.7072695	38.6524023	259.947313
275.0	22.0844414	33.7642188	38.786519500000004	260.330188
276.0	22.128521499999998	33.844242200000004	38.9094961	260.391172
277.0	22.1704395	33.9106875	39.0284648	260.339453
278.0	22.215156200000003	33.982082000000005	39.1410313	260.58421899999996
279.0	22.2495586	34.0563711	39.2680469	260.56732800000003
280.0	22.292209	34.0890859	39.369582	260.60526600000003
281.0	22.3264785	34.185550799999994	39.4840234	260.929031
282.0	22.360113300000002	34.2337227	39.5832617	260.718937
283.0	22.391625	34.2914375	39.6799922	260.90734399999997
284.0	22.4292383	34.337707	39.7771328	261.010281
285.0	22.446240200000002	34.4012852	39.8668437	260.911297
286.0	22.477002	34.4493125	39.949457	260.943438
287.0	22.517709	34.5156094	40.0483086	261.185563
288.0	22.5359512	34.5574648	40.127832000000005	261.059172
289.0	22.5634375	34.582058599999996	40.2054023	260.942688
290.0	22.5921777	34.6282422	40.2856016	261.231859
291.0	22.6077656	34.674082000000006	40.3684414	261.196656
292.0	22.6332871	34.7085078	40.4371914	261.100906
293.0	22.6616074	34.757980499999995	40.5178672	261.255891
294.0	22.677584	34.7986875	40.5824922	261.340625
295.0	22.701039100000003	34.804453099999996	40.6565234	261.20779699999997
296.0	22.7239785	34.8407109	40.7182891	261.311281
297.0	22.7411465	34.9083633	40.7837734	261.350625
298.0	22.7593164	34.9377773	40.8590508	261.374891
299.0	22.7830938	34.9345742	40.911183599999994	261.183203
300.0	22.798603500000002	34.9656992	40.962574200000006	261.333438
301.0	22.8136211	34.9933086	41.0231797	261.455672
302.0	22.8229922	35.0272031	41.0811523	261.275844
303.0	22.8486035	35.0260859	41.1241953	261.214656
304.0	22.8603809	35.0583047	41.1863125	261.294266
305.0	22.8653281	35.1139688	41.2433828	261.261031
306.0	22.881125	35.1003906	41.2894922	261.313953
307.0	22.884127	35.151074200000004	41.339476600000005	261.434109
308.0	22.903951199999998	35.1887539	41.383957	261.417703
309.0	22.917416	35.2230039	41.431543	261.202656
310.0	22.9231836	35.192593699999996	41.475996099999996	261.396906
311.0	22.9390684	35.221300799999995	41.5206445	261.472625
312.0	22.948476600000003	35.2352773	41.56174609999999	261.332922
313.0	22.9559785	35.250167999999995	41.593793	261.249953
314.0	22.9655801	35.285925799999994	41.6461289	261.553109
315.0	22.9664219	35.3053203	41.6808984	261.417109
316.0	22.989285199999998	35.3013555	41.716	261.356938
317.0	22.9898105	35.3332852	41.749527300000004	261.4585
318.0	22.9948164	35.371011700000004	41.787742200000004	261.511891
319.0	23.0064863	35.3554375	41.8258672	261.348438
320.0	23.0181953	35.3897383	41.8584727	261.535234
321.0	23.0176348	35.4128516	41.9039219	261.62145300000003
322.0	23.039123	35.429343800000005	41.9354648	261.54475
323.0	23.053074199999998	35.4486758	41.9681758	261.518828
324.0	23.0593809	35.4543359	42.0096055	261.705531
325.0	23.0747891	35.4490625	42.0343516	261.58653100000004
326.0	23.082459	35.4797266	42.0661641	261.50656299999997
327.0	23.0977812	35.5299883	42.1040859	261.513062
328.0	23.105232400000002	35.5420469	42.1421797	261.491219
329.0	23.1222773	35.5147422	42.168875	261.327297
330.0	23.1321406	35.5406445	42.204851600000005	261.548969
331.0	23.1379121	35.5728438	42.225418	261.734031
332.0	23.1465684	35.5693398	42.2676719	261.588672
333.0	23.165748	35.6052422	42.291246099999995	261.673703
334.0	23.1737305	35.618921900000004	42.320968699999995	261.714094
335.0	23.1760234	35.610253900000004	42.3488125	261.584391
336.0	23.1938672	35.6172695	42.3729844	261.591547
337.0	23.201622999999998	35.6290234	42.4040898	261.738938
338.0	23.219644499999998	35.633773399999995	42.4276094	261.637984
339.0	23.2273379	35.644781300000005	42.445402300000005	261.555141
340.0	23.226466799999997	35.666156199999996	42.4832852	261.846766
